EmployeeID,FirstName,LastName,Gender,State,City,BirthDate,HireDate,TerminationDate,Department,JobTitle,EducationLevel,PerformanceRating,Overtime,Salary,AdjustedSalary
HR02102,Ananya,Bhattacharya,Male,West Bengal,Kolkata,1995-07-01,2021-01-24,,IT,DevOps Engineer,Master's,Good,No,61097,67879
HR02103,Diya,Ghosh,Female,Gujarat,Rajkot,1983-09-02,2022-08-12,,IT,Senior Software Engineer,Bachelor's,Good,Yes,100862,110184
HR02104,Priya,Patel,Male,Tamil Nadu,Chennai,1985-10-31,2015-03-19,,IT,Tech Lead,Bachelor's,Good,No,143478,152158
HR02105,Tara,Nair,Male,Rajasthan,Bikaner,1973-04-01,2017-06-14,,Customer Support,Senior Support Rep,Diploma,Satisfactory,Yes,82767,86111
HR02106,Kavya,Nath,Male,Punjab,Amritsar,1985-06-02,2022-02-19,,Customer Support,Support Team Lead,Diploma,Satisfactory,No,116375,121077
HR02107,Isha,Shah,Female,Maharashtra,Aurangabad,1978-10-24,2015-09-23,,Sales,Account Executive,Diploma,Needs Improvement,No,119513,126828
HR02108,Kavya,Dutta,Male,Gujarat,Vadodara,1973-06-13,2019-06-15,,IT,QA Engineer,Bachelor's,Good,Yes,67355,72137
HR02109,Neha,Gupta,Female,Tamil Nadu,Chennai,1976-09-22,2019-04-18,,Finance,Senior Accountant,Bachelor's,Satisfactory,No,142090,155222
HR02110,Ishaan,Kapoor,Female,Punjab,Amritsar,1989-05-26,2021-02-20,,Customer Support,Customer Support Rep,High School,Good,Yes,28677,29543
HR02111,Reyansh,Kumar,Male,Uttar Pradesh,Agra,1977-04-25,2021-09-07,,Customer Support,Senior Support Rep,Diploma,Good,No,68010,70758
HR02112,Anil,Gupta,Female,Uttar Pradesh,Agra,1967-02-24,2021-11-07,2023-03-26,Sales,Senior Sales Executive,Bachelor's,Satisfactory,No,106328,117294
HR02113,Ritika,Jain,Female,Uttar Pradesh,Kanpur,1996-10-09,2023-02-19,,Sales,Account Executive,Bachelor's,Good,No,68466,74060
HR02114,Pavan,Bose,Male,Tamil Nadu,Chennai,1994-10-04,2016-11-02,,Admin,Office Assistant,Bachelor's,Excellent,No,38260,40173
HR02115,Myra,Kulkarni,Male,Delhi,New Delhi,1997-07-09,2020-09-07,,IT,Software Engineer,Bachelor's,Good,No,105807,111097
HR02116,Sai,Mehta,Male,Punjab,Patiala,1967-03-06,2022-08-16,2023-11-24,IT,DevOps Engineer,Bachelor's,Needs Improvement,Yes,84060,90911
HR02117,Pavan,Pandey,Female,Uttar Pradesh,Lucknow,1960-03-02,2019-12-28,,Customer Support,Senior Support Rep,High School,Excellent,Yes,62664,65835
HR02118,Diya,Bhattacharya,Female,Gujarat,Rajkot,1998-03-12,2021-05-15,,Sales,Account Executive,Diploma,Excellent,No,78334,81499
HR02119,Ishaan,Nath,Female,Karnataka,Mangalore,1987-02-08,2023-02-10,2023-11-26,IT,QA Engineer,Bachelor's,Good,No,41237,45048
HR02120,Ananya,Gupta,Male,Telangana,Warangal,1976-11-18,2020-05-21,,Admin,Office Manager,High School,Good,No,132935,135594
HR02121,Amit,Bose,Male,Karnataka,Mangalore,1972-02-21,2021-01-20,2023-09-26,Marketing,Content Strategist,Master's,Satisfactory,No,61326,68808
HR02122,Ritika,Tripathi,Male,Telangana,Warangal,1984-12-04,2022-04-08,,Operations,Operations Executive,Diploma,Needs Improvement,Yes,60705,63157
HR02123,Pavan,Bhattacharya,Female,Maharashtra,Mumbai,1994-10-28,2021-05-06,,R&D,Research Associate,PhD,Good,No,90297,106978
HR02124,Aadhya,Dutta,Female,Delhi,Dwarka,1967-03-19,2019-05-16,,IT,Software Engineer,Master's,Needs Improvement,Yes,77704,89799
HR02125,Isha,Desai,Male,Tamil Nadu,Tiruchirappalli,1985-04-12,2019-05-25,,IT,Senior Software Engineer,Master's,Satisfactory,No,102308,113664
HR02126,Rohit,Bhattacharya,Male,Karnataka,Mysore,1977-02-04,2020-01-02,,Finance,Finance Manager,Master's,Satisfactory,No,151926,170461
HR02127,Isha,Chopra,Male,Punjab,Ludhiana,1987-01-20,2022-12-30,,Marketing,Marketing Manager,Master's,Excellent,Yes,196573,220555
HR02128,Aarohi,Tripathi,Female,Uttar Pradesh,Meerut,1985-11-23,2022-07-14,,IT,DevOps Engineer,Bachelor's,Good,No,61961,67687
HR02129,Saanvi,Saxena,Male,Telangana,Nizamabad,1992-04-28,2022-04-03,,Sales,Account Executive,Diploma,Good,No,75586,77869
HR02130,Anil,Mehta,Female,Rajasthan,Bikaner,1989-11-03,2022-11-19,,Customer Support,Customer Support Rep,High School,Excellent,No,42686,43975
HR02131,Saanvi,Chopra,Male,Rajasthan,Udaipur,1994-02-27,2022-02-19,,Operations,Operations Executive,Bachelor's,Good,No,75280,79834
HR02132,Anil,Bhattacharya,Male,Uttar Pradesh,Varanasi,1976-05-06,2016-08-16,,IT,Tech Lead,Bachelor's,Excellent,No,150144,160804
HR02133,Suresh,Khan,Male,Karnataka,Mysore,1956-06-12,2016-08-25,,Legal,Associate Counsel,Bachelor's,Satisfactory,No,62633,67738
HR02134,Suresh,Kumar,Male,West Bengal,Siliguri,1990-09-05,2024-12-26,,HR,HR Manager,Master's,Satisfactory,No,124349,138152
HR02135,Pavan,Kulkarni,Male,Rajasthan,Bikaner,1981-01-15,2018-12-18,,Sales,Senior Sales Executive,Bachelor's,Good,No,124133,132946
HR02136,Shaurya,Joshi,Female,Telangana,Hyderabad,1998-10-15,2023-07-29,,Finance,Accountant,Master's,Satisfactory,No,45389,50926
HR02137,Neha,Shah,Male,Uttar Pradesh,Agra,1988-08-14,2021-07-30,,Admin,Office Assistant,Bachelor's,Good,No,47678,50563
HR02138,Aarohi,Iyer,Male,Uttar Pradesh,Lucknow,1979-04-23,2015-05-18,,Sales,Sales Executive,Diploma,Satisfactory,No,47914,49850
HR02139,Ananya,Rao,Female,Maharashtra,Nagpur,1975-04-24,2023-08-18,2024-02-22,Marketing,Content Strategist,Master's,Satisfactory,No,96762,110738
HR02140,Tara,Bhattacharya,Female,Tamil Nadu,Coimbatore,1987-11-11,2020-11-16,,R&D,Senior Researcher,Bachelor's,Good,No,102051,110390
HR02141,Pooja,Shah,Female,Tamil Nadu,Chennai,1989-02-16,2022-01-11,,Operations,Operations Executive,Bachelor's,Good,Yes,42852,46353
HR02142,Neha,Tripathi,Female,West Bengal,Durgapur,1986-12-02,2018-10-11,,Customer Support,Senior Support Rep,Diploma,Good,No,87606,92057
HR02143,Vivaan,Bose,Male,Delhi,Rohini,1986-03-22,2022-10-02,,Marketing,Marketing Manager,Master's,Needs Improvement,No,159993,179512
HR02144,Pavan,Chopra,Male,Gujarat,Surat,1963-03-24,2018-05-29,,Finance,Senior Accountant,Master's,Excellent,No,106458,120617
HR02145,Ritika,Nair,Male,West Bengal,Siliguri,1972-05-07,2019-04-21,,Finance,Senior Accountant,Master's,Satisfactory,No,93554,104968
HR02146,Aarav,Verma,Male,Maharashtra,Aurangabad,1969-07-23,2023-02-22,,Finance,Finance Analyst,Master's,Needs Improvement,No,127753,144744
HR02147,Sunil,Saxena,Male,Maharashtra,Pune,1988-01-13,2018-05-25,,Sales,Sales Executive,Bachelor's,Good,Yes,71789,76132
HR02148,Krishna,Rao,Female,Delhi,New Delhi,1978-03-05,2022-05-20,,Sales,Account Executive,Diploma,Satisfactory,No,64421,68364
HR02149,Pavan,Kulkarni,Female,Gujarat,Rajkot,1980-05-18,2024-03-08,,Sales,Sales Executive,Bachelor's,Good,Yes,71613,78231
HR02150,Kiran,Singh,Female,Karnataka,Bengaluru,1976-12-26,2020-09-15,,Operations,Operations Executive,Bachelor's,Good,Yes,68478,74807
HR02151,Neha,Nath,Male,Gujarat,Ahmedabad,1976-10-04,2020-01-08,,Marketing,Marketing Executive,Bachelor's,Good,No,62767,67223
HR02152,Pooja,Ghosh,Male,Tamil Nadu,Chennai,1962-07-20,2017-10-29,,Customer Support,Senior Support Rep,Diploma,Excellent,No,59092,62082
HR02153,Sai,Desai,Female,Punjab,Amritsar,1976-09-19,2019-06-15,2019-12-21,Customer Support,Senior Support Rep,High School,Good,No,69819,72640
HR02154,Amit,Sharma,Male,Uttar Pradesh,Agra,1986-02-21,2022-08-23,,IT,Tech Lead,Master's,Excellent,No,213409,239445
HR02155,Ishaan,Rao,Male,Punjab,Patiala,1981-08-08,2021-07-12,2022-11-17,Marketing,Content Strategist,Bachelor's,Good,No,125808,134740
HR02156,Aditya,Jain,Female,Gujarat,Vadodara,1988-12-25,2018-09-05,,HR,HR Executive,Master's,Satisfactory,Yes,76812,87045
HR02157,Myra,Bose,Male,Delhi,Saket,1985-07-21,2021-01-09,,Admin,Office Assistant,Diploma,Good,No,42383,44095
HR02158,Saanvi,Kohli,Female,Telangana,Nizamabad,1987-04-25,2022-02-25,,Admin,Admin Executive,Bachelor's,Good,No,46272,50053
HR02159,Tara,Sharma,Male,Gujarat,Surat,1976-09-01,2021-08-17,,IT,Software Engineer,Bachelor's,Good,No,108508,116212
HR02160,Tara,Kumar,Male,Uttar Pradesh,Agra,1979-02-12,2020-03-14,2024-09-22,Sales,Sales Executive,Diploma,Satisfactory,Yes,39405,40997
HR02161,Vihaan,Chopra,Female,Tamil Nadu,Coimbatore,1983-05-08,2022-09-08,,Sales,Sales Executive,Bachelor's,Good,No,40092,43797
HR02162,Aditya,Patel,Male,Gujarat,Rajkot,1978-10-18,2022-09-25,,HR,HR Executive,Bachelor's,Satisfactory,No,66550,71275
HR02163,Neha,Jain,Male,Maharashtra,Nashik,1979-06-09,2022-05-10,,Customer Support,Senior Support Rep,Diploma,Good,Yes,44493,46291
HR02164,Amit,Shah,Male,Tamil Nadu,Chennai,1974-01-03,2022-06-14,,IT,Software Engineer,Bachelor's,Good,No,87636,93858
HR02165,Ishaan,Tripathi,Male,Delhi,Saket,1977-06-10,2022-10-07,,Operations,Operations Manager,Bachelor's,Satisfactory,No,116131,124376
HR02166,Rohit,Jain,Female,West Bengal,Siliguri,1970-09-21,2015-12-29,,IT,Tech Lead,Master's,Satisfactory,No,172356,197251
HR02167,Myra,Dutta,Male,Karnataka,Bengaluru,1969-02-09,2021-08-06,,Sales,Sales Manager,Bachelor's,Needs Improvement,Yes,198855,215062
HR02168,Aadhya,Patel,Female,Maharashtra,Pune,1971-03-04,2015-09-24,2017-08-06,Sales,Sales Executive,Diploma,Satisfactory,No,41685,44236
HR02169,Reyansh,Reddy,Female,Rajasthan,Jaipur,1973-09-11,2022-01-20,,Finance,Finance Analyst,Master's,Excellent,No,107654,123204
HR02170,Reyansh,Rao,Male,Telangana,Warangal,1972-07-23,2020-03-12,,IT,Software Engineer,Bachelor's,Good,No,91059,97524
HR02171,Aarav,Mehta,Male,Karnataka,Hubli,1974-12-13,2018-05-31,,Sales,Account Executive,Diploma,Needs Improvement,No,119429,124254
HR02172,Ishaan,Bose,Male,West Bengal,Durgapur,1978-03-26,2019-10-16,,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,77987,83524
HR02173,Arjun,Mehta,Female,Telangana,Nizamabad,1973-09-23,2018-04-15,,Operations,Logistics Coordinator,Diploma,Satisfactory,Yes,60060,63736
HR02174,Pooja,Joshi,Female,Rajasthan,Bikaner,1961-06-19,2020-04-17,,Customer Support,Senior Support Rep,Bachelor's,Good,No,83269,91857
HR02175,Ritika,Nath,Male,Tamil Nadu,Coimbatore,1981-08-31,2024-09-25,,Customer Support,Customer Support Rep,Diploma,Satisfactory,Yes,59179,61570
HR02176,Aarav,Shah,Male,Gujarat,Surat,1986-02-04,2022-03-18,,Marketing,Marketing Executive,Master's,Satisfactory,Yes,64278,72120
HR02177,Aarav,Mehta,Female,Delhi,Dwarka,1995-10-03,2019-12-22,,Operations,Operations Executive,Bachelor's,Good,Yes,75595,80962
HR02178,Diya,Shah,Male,Karnataka,Bengaluru,1977-11-01,2021-11-16,2022-08-18,Operations,Operations Manager,Diploma,Good,Yes,167821,174601
HR02179,Reyansh,Singh,Female,West Bengal,Howrah,1993-04-09,2015-06-26,,IT,Software Engineer,Master's,Good,No,119671,134271
HR02180,Ishaan,Mehta,Male,Gujarat,Vadodara,1973-05-11,2020-07-07,,IT,Software Engineer,Bachelor's,Satisfactory,No,114726,122872
HR02181,Myra,Chopra,Male,Delhi,New Delhi,1983-02-22,2017-10-31,,Marketing,Marketing Manager,Bachelor's,Excellent,Yes,146384,155240
HR02182,Amit,Reddy,Female,Uttar Pradesh,Kanpur,1989-03-06,2017-05-15,2020-08-14,Operations,Logistics Coordinator,Diploma,Excellent,No,61652,64784
HR02183,Sunil,Bose,Male,Punjab,Patiala,1981-10-31,2020-06-18,,Operations,Operations Executive,Bachelor's,Good,No,28708,30746
HR02184,Pooja,Joshi,Male,Punjab,Patiala,1983-01-02,2015-04-18,,Finance,Finance Analyst,Master's,Good,No,76052,84494
HR02185,Sunil,Jain,Male,Delhi,New Delhi,1990-03-15,2015-11-11,,Operations,Operations Executive,Bachelor's,Satisfactory,No,32998,34994
HR02186,Reyansh,Saxena,Male,Maharashtra,Nagpur,1959-01-27,2017-02-09,,R&D,Senior Researcher,PhD,Good,No,122091,144617
HR02187,Arjun,Bose,Male,Rajasthan,Bikaner,1979-06-17,2015-12-07,,Legal,Legal Assistant,Master's,Excellent,Yes,55749,62550
HR02188,Shaurya,Bose,Male,Karnataka,Mysore,1976-07-12,2023-10-14,,Finance,Finance Analyst,Bachelor's,Good,No,56139,60125
HR02189,Neha,Iyer,Male,Rajasthan,Udaipur,1967-06-12,2022-06-09,,Finance,Finance Analyst,Bachelor's,Satisfactory,Yes,82065,88753
HR02190,Kavya,Singh,Female,Punjab,Ludhiana,1964-11-20,2024-03-26,,HR,HR Manager,Master's,Good,No,118275,136686
HR02191,Pavan,Joshi,Male,Tamil Nadu,Tiruchirappalli,1972-09-07,2022-10-14,,Finance,Finance Analyst,Bachelor's,Good,No,122318,131003
HR02192,Priya,Kulkarni,Male,Uttar Pradesh,Lucknow,1971-11-30,2020-10-12,,Operations,Supply Chain Analyst,Bachelor's,Needs Improvement,No,111633,119559
HR02193,Saanvi,Gupta,Female,Maharashtra,Nagpur,1976-08-05,2020-08-26,,Customer Support,Chat Specialist,Diploma,Satisfactory,No,49805,52853
HR02194,Sai,Agarwal,Female,Telangana,Hyderabad,1975-04-02,2020-07-14,,Marketing,Content Strategist,Master's,Good,No,49704,56883
HR02195,Ritika,Nath,Female,Maharashtra,Pune,1977-09-27,2018-08-15,2020-05-20,Marketing,Marketing Manager,Master's,Good,No,195621,223876
HR02196,Sai,Sharma,Male,Punjab,Amritsar,1988-07-07,2016-06-17,,Finance,Finance Analyst,Master's,Satisfactory,No,121905,135436
HR02197,Ritika,Joshi,Male,Telangana,Hyderabad,1985-01-18,2024-11-06,,Customer Support,Chat Specialist,Diploma,Excellent,No,43628,45391
HR02198,Rohit,Joshi,Female,Rajasthan,Bikaner,1984-05-20,2022-01-23,,IT,Software Engineer,Master's,Good,Yes,98579,112818
HR02199,Rohit,Verma,Female,Punjab,Chandigarh,1972-11-19,2021-08-30,,Sales,Sales Manager,Bachelor's,Satisfactory,Yes,177431,193829
HR02200,Diya,Saxena,Female,Tamil Nadu,Tiruchirappalli,1994-01-20,2022-11-28,,IT,DevOps Engineer,Bachelor's,Excellent,No,129894,140508
HR02201,Saanvi,Sharma,Female,Punjab,Ludhiana,1987-03-09,2020-12-27,2021-12-31,Finance,Accountant,Bachelor's,Good,Yes,58509,63290
HR02202,Aditya,Khan,Female,Karnataka,Bengaluru,1979-12-30,2020-08-15,,Operations,Operations Executive,Diploma,Good,No,45321,48095
HR02203,Vivaan,Shah,Female,Karnataka,Mangalore,1993-06-20,2016-04-09,,HR,L&D Specialist,Bachelor's,Satisfactory,No,119126,127584
HR02204,Pavan,Naik,Male,West Bengal,Howrah,1976-09-21,2021-10-28,,Operations,Supply Chain Analyst,Diploma,Satisfactory,No,79750,82972
HR02205,Aarav,Naik,Male,Gujarat,Rajkot,1995-02-03,2020-12-07,,Finance,Finance Analyst,Bachelor's,Good,No,115812,122819
HR02206,Sai,Desai,Female,Telangana,Hyderabad,1993-03-30,2016-05-16,,Operations,Operations Executive,Diploma,Satisfactory,Yes,64588,67197
HR02207,Diya,Verma,Female,Uttar Pradesh,Meerut,1975-09-16,2018-04-12,,Admin,Office Assistant,Diploma,Satisfactory,Yes,39829,42267
HR02208,Aarohi,Gupta,Female,Maharashtra,Nagpur,1983-06-29,2023-05-21,,R&D,Research Associate,Master's,Good,No,99375,113729
HR02209,Vihaan,Shah,Male,Rajasthan,Jaipur,1962-08-26,2021-10-17,,IT,Senior Software Engineer,Master's,Good,Yes,154010,174493
HR02210,Aditya,Kumar,Male,Karnataka,Mysore,1986-06-12,2021-02-14,,IT,Tech Lead,Master's,Excellent,No,173690,192970
HR02211,Tara,Rao,Male,Maharashtra,Pune,1981-11-23,2017-01-06,,Customer Support,Senior Support Rep,Diploma,Needs Improvement,Yes,82645,85984
HR02212,Saanvi,Pandey,Male,Karnataka,Mysore,1977-11-25,2019-06-07,,Customer Support,Customer Support Rep,Bachelor's,Good,Yes,43225,46294
HR02213,Anil,Dutta,Female,Delhi,Dwarka,1992-07-13,2023-06-08,,Customer Support,Senior Support Rep,Bachelor's,Excellent,No,78728,85161
HR02214,Priya,Mehta,Female,Tamil Nadu,Madurai,1976-06-10,2015-03-13,,Admin,Admin Executive,Bachelor's,Excellent,Yes,65397,71441
HR02215,Aarohi,Jain,Male,Delhi,Rohini,1993-06-01,2019-04-13,,HR,HR Executive,Bachelor's,Good,Yes,66532,70557
HR02216,Ishaan,Tripathi,Male,Rajasthan,Udaipur,1986-07-01,2022-02-17,,Sales,Sales Executive,Diploma,Needs Improvement,Yes,34376,35765
HR02217,Tara,Nair,Male,West Bengal,Siliguri,1989-01-19,2021-11-20,,Finance,Finance Analyst,Bachelor's,Good,No,84617,89736
HR02218,Pavan,Kapoor,Male,Gujarat,Surat,1980-04-17,2019-10-03,,Operations,Operations Executive,Bachelor's,Excellent,No,71481,76556
HR02219,Priya,Khan,Female,West Bengal,Durgapur,1976-12-24,2019-04-17,,IT,IT Support,Diploma,Good,No,31757,33701
HR02220,Kavya,Chopra,Male,Uttar Pradesh,Lucknow,1974-04-18,2019-09-20,,Operations,Operations Executive,Diploma,Satisfactory,Yes,33983,35356
HR02221,Ishaan,Reddy,Male,Rajasthan,Udaipur,1997-09-22,2021-01-17,,Customer Support,Customer Support Rep,High School,Good,Yes,50268,50268
HR02222,Suresh,Rao,Female,Tamil Nadu,Tiruchirappalli,1978-10-28,2022-03-13,,Customer Support,Senior Support Rep,High School,Good,No,75866,78931
HR02223,Ananya,Nair,Male,Punjab,Patiala,1974-01-18,2022-12-04,,IT,Senior Software Engineer,Bachelor's,Good,No,91585,98088
HR02224,Ananya,Tripathi,Female,Karnataka,Mangalore,1995-08-04,2021-01-05,,Sales,Sales Executive,Bachelor's,Good,No,55363,59887
HR02225,Isha,Shah,Female,West Bengal,Kolkata,1956-07-02,2015-04-06,,Marketing,Marketing Manager,Master's,Satisfactory,No,174965,202200
HR02226,Shaurya,Gupta,Male,Rajasthan,Jodhpur,1974-11-12,2018-01-12,,Legal,Legal Counsel,Master's,Good,Yes,164840,184950
HR02227,Diya,Kapoor,Female,Punjab,Patiala,1981-05-05,2017-07-24,,Sales,Account Executive,Bachelor's,Good,No,49847,54454
HR02228,Ishaan,Nath,Male,West Bengal,Durgapur,1967-07-25,2018-09-05,,Finance,Senior Accountant,Master's,Good,No,104454,118346
HR02229,Shaurya,Verma,Female,Delhi,New Delhi,1983-05-18,2017-08-04,,Marketing,Marketing Executive,Bachelor's,Satisfactory,Yes,42856,46358
HR02230,Tara,Iyer,Female,Punjab,Chandigarh,1981-03-27,2018-03-25,,Operations,Operations Executive,Bachelor's,Good,No,64341,70287
HR02231,Ritika,Mehta,Male,Punjab,Ludhiana,1989-03-08,2019-10-18,,IT,IT Support,Bachelor's,Good,No,34157,36223
HR02232,Suresh,Shah,Female,Maharashtra,Mumbai,1969-03-14,2024-06-07,,Customer Support,Senior Support Rep,Diploma,Good,Yes,89828,96261
HR02233,Sunil,Nair,Male,Rajasthan,Bikaner,1986-01-01,2021-03-26,,Marketing,Marketing Executive,Master's,Good,Yes,40644,45603
HR02234,Suresh,Patel,Male,Delhi,Dwarka,1978-02-11,2019-06-04,,IT,Software Engineer,Master's,Good,Yes,116599,130824
HR02235,Reyansh,Jain,Male,Delhi,Saket,1968-05-05,2021-02-16,,Sales,Sales Manager,Bachelor's,Good,No,136116,147209
HR02236,Arjun,Naik,Female,Telangana,Warangal,1985-03-23,2021-01-03,,Customer Support,Customer Support Rep,High School,Good,No,40109,41729
HR02237,Saanvi,Kumar,Male,Rajasthan,Bikaner,1995-08-30,2022-12-24,,Marketing,Marketing Executive,Master's,Satisfactory,Yes,77580,86191
HR02238,Suresh,Iyer,Female,Rajasthan,Jodhpur,1987-03-07,2020-02-19,,Customer Support,Customer Support Rep,High School,Good,No,18881,19451
HR02239,Ananya,Kohli,Male,Tamil Nadu,Tiruchirappalli,1962-05-25,2020-06-16,,Legal,Legal Counsel,Master's,Good,Yes,82227,93163
HR02240,Pavan,Naik,Male,Gujarat,Rajkot,1993-06-27,2018-10-01,,R&D,Research Associate,Master's,Satisfactory,Yes,92334,102583
HR02241,Isha,Naik,Female,Punjab,Chandigarh,1963-11-08,2021-04-24,,Legal,Associate Counsel,Bachelor's,Satisfactory,Yes,63913,70504
HR02242,Reyansh,Kohli,Female,Delhi,Rohini,1981-09-14,2021-07-05,,Customer Support,Senior Support Rep,Diploma,Excellent,No,79348,84205
HR02243,Pavan,Sharma,Male,Punjab,Patiala,1987-03-12,2023-02-09,,Operations,Logistics Coordinator,Diploma,Good,No,64526,67133
HR02244,Isha,Reddy,Female,Maharashtra,Pune,1987-02-17,2021-06-04,,Sales,Sales Executive,Bachelor's,Good,No,59545,64410
HR02245,Ananya,Iyer,Female,Tamil Nadu,Tiruchirappalli,1992-06-08,2022-03-19,,Sales,Account Executive,Bachelor's,Needs Improvement,Yes,116899,126451
HR02246,Aadhya,Naik,Female,Rajasthan,Jaipur,1959-08-04,2019-05-14,2022-10-19,IT,Senior Software Engineer,Master's,Satisfactory,No,126111,145741
HR02247,Reyansh,Gupta,Female,Gujarat,Ahmedabad,1994-06-27,2021-08-27,,IT,Software Engineer,Bachelor's,Satisfactory,No,55887,60454
HR02248,Suresh,Nath,Male,Karnataka,Hubli,1987-06-13,2022-01-07,2023-01-23,IT,Senior Software Engineer,Master's,Excellent,No,106809,118665
HR02249,Arjun,Kapoor,Male,Telangana,Warangal,1988-01-06,2023-12-18,,Operations,Operations Executive,Diploma,Excellent,Yes,72901,75846
HR02250,Isha,Rao,Female,Gujarat,Rajkot,1980-08-05,2021-01-28,,HR,Talent Acquisition Specialist,Master's,Satisfactory,No,96615,110570
HR02251,Ishaan,Nath,Male,Karnataka,Hubli,1990-08-31,2022-09-15,,Operations,Operations Executive,Diploma,Good,No,76191,78492
HR02252,Priya,Shah,Male,Telangana,Warangal,1991-08-06,2024-02-27,,IT,DevOps Engineer,Master's,Satisfactory,Yes,138853,154266
HR02253,Myra,Kohli,Male,Gujarat,Ahmedabad,1995-06-22,2016-03-17,,Customer Support,Customer Support Rep,Diploma,Good,No,58198,59362
HR02254,Ritika,Tripathi,Male,Punjab,Amritsar,1985-11-11,2022-04-12,,Customer Support,Customer Support Rep,Bachelor's,Satisfactory,No,44286,47430
HR02255,Amit,Dutta,Male,Rajasthan,Bikaner,1989-05-25,2024-01-25,2024-10-26,Sales,Account Executive,Bachelor's,Satisfactory,No,92980,98605
HR02256,Vivaan,Kumar,Male,Rajasthan,Bikaner,1994-11-03,2016-07-06,,Customer Support,Customer Support Rep,Bachelor's,Satisfactory,No,23819,25010
HR02257,Suresh,Nair,Female,Uttar Pradesh,Varanasi,1971-06-01,2022-06-22,,Legal,Legal Counsel,Master's,Satisfactory,Yes,160088,185007
HR02258,Neha,Desai,Male,Maharashtra,Aurangabad,1994-05-31,2020-05-16,,Operations,Operations Executive,Bachelor's,Satisfactory,No,79885,84718
HR02259,Saanvi,Khan,Male,Maharashtra,Nashik,1991-11-22,2021-06-16,,Marketing,Marketing Executive,Master's,Needs Improvement,No,95693,106315
HR02260,Vivaan,Agarwal,Male,Karnataka,Mangalore,1985-07-22,2023-01-19,,Customer Support,Customer Support Rep,Diploma,Good,Yes,46462,48339
HR02261,Krishna,Gupta,Female,Karnataka,Bengaluru,1992-11-20,2023-03-06,,Operations,Supply Chain Analyst,Diploma,Good,No,59182,62189
HR02262,Isha,Khan,Female,Uttar Pradesh,Agra,1984-09-25,2021-08-23,,IT,IT Support,Diploma,Good,No,41315,43844
HR02263,Tara,Pandey,Female,Maharashtra,Mumbai,1974-01-20,2015-06-17,,Legal,Legal Counsel,Bachelor's,Good,Yes,85007,92863
HR02264,Arjun,Agarwal,Female,Karnataka,Hubli,1992-06-21,2019-09-20,,Finance,Accountant,Bachelor's,Good,No,35113,37982
HR02265,Ritika,Rao,Female,Uttar Pradesh,Varanasi,1995-04-05,2016-07-24,,Operations,Operations Executive,Bachelor's,Needs Improvement,No,69859,74819
HR02266,Amit,Joshi,Male,Karnataka,Hubli,1994-10-20,2021-03-01,,Admin,Admin Executive,Diploma,Good,No,79722,82130
HR02267,Ishaan,Mehta,Male,Punjab,Ludhiana,1995-07-11,2020-12-21,,Marketing,SEO Specialist,Bachelor's,Good,No,98646,104614
HR02268,Tara,Saxena,Male,Delhi,Saket,1979-12-19,2023-05-21,,Customer Support,Customer Support Rep,Diploma,Good,No,30797,32041
HR02269,Neha,Gupta,Female,Uttar Pradesh,Meerut,1988-11-05,2019-12-10,2022-07-03,Sales,Sales Manager,Diploma,Satisfactory,No,188684,198270
HR02270,Aadhya,Ghosh,Female,Tamil Nadu,Madurai,1998-07-28,2020-05-19,,IT,Software Engineer,Master's,Excellent,No,102387,114878
HR02271,Sai,Sharma,Male,Gujarat,Surat,1984-08-24,2022-05-21,,Marketing,Marketing Manager,Master's,Good,No,152598,171215
HR02272,Pooja,Kulkarni,Female,West Bengal,Kolkata,1986-01-10,2023-04-24,,Sales,Sales Manager,Bachelor's,Excellent,No,190681,208304
HR02273,Priya,Shah,Female,Delhi,New Delhi,1980-12-30,2019-11-10,,Sales,Sales Manager,Diploma,Excellent,Yes,112933,119845
HR02274,Pooja,Desai,Female,Rajasthan,Bikaner,1979-10-05,2022-11-22,2023-11-17,IT,Software Engineer,Bachelor's,Needs Improvement,No,93648,102303
HR02275,Aadhya,Saxena,Female,Telangana,Hyderabad,1981-06-13,2021-06-25,2021-12-29,Sales,Senior Sales Executive,Diploma,Satisfactory,No,91439,97036
HR02276,Saanvi,Desai,Male,Rajasthan,Jodhpur,1965-09-13,2022-08-25,,Finance,Finance Manager,Bachelor's,Good,No,189362,204795
HR02277,Sai,Chopra,Male,Tamil Nadu,Tiruchirappalli,1985-01-17,2018-05-11,,Customer Support,Customer Support Rep,High School,Good,No,31698,32015
HR02278,Suresh,Dutta,Male,Punjab,Chandigarh,1969-10-15,2022-11-20,,IT,Software Engineer,Bachelor's,Satisfactory,No,108210,117029
HR02279,Saanvi,Singh,Female,Delhi,Rohini,1982-06-11,2022-06-05,,Operations,Supply Chain Analyst,Diploma,Good,Yes,87201,92538
HR02280,Diya,Naik,Male,Rajasthan,Jaipur,1982-10-27,2022-03-21,,Sales,Sales Executive,Bachelor's,Good,Yes,45469,48697
HR02281,Reyansh,Agarwal,Male,West Bengal,Siliguri,1971-01-12,2016-07-31,,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,61443,65805
HR02282,Neha,Mehta,Female,Telangana,Nizamabad,1988-07-11,2016-09-08,,Sales,Sales Executive,Diploma,Good,No,31428,33025
